timestamp,elapsed_seconds,phase_id,phase_name,iteration,nnodes,gpus_per_node,gpu_id,gpu_name,temperature_c,power_draw_w,power_limit_w,enforced_power_limit_w,pstate,clocks_throttle_active,clocks_throttle_gpu_idle,clocks_throttle_sw_power_cap,memory_used_mb,memory_total_mb,memory_util_percent,gpu_util_percent,sm_clock_mhz,mem_clock_mhz
2026-02-11_20:43:42,79,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,35,76.46,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,13908,81920,0,0,1410,1512
2026-02-11_20:43:44,81,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,35,77.47,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,11444,81920,0,0,1410,1512
2026-02-11_20:43:44,81,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,35,87.82,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,13180,81920,0,0,1410,1512
2026-02-11_20:43:45,82,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,36,88.26,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,15854,81920,8,73,1410,1512
2026-02-11_20:43:45,82,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,36,114.76,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,21996,81920,8,99,1410,1512
2026-02-11_20:43:46,83,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,35,77.64,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,22502,81920,0,0,1410,1512
2026-02-11_20:43:46,83,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,35,76.75,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,27146,81920,0,0,1410,1512
2026-02-11_20:43:47,84,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,35,77.74,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,22502,81920,0,0,1410,1512
2026-02-11_20:43:47,84,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,35,76.85,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,27146,81920,0,0,1410,1512
2026-02-11_20:43:48,85,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,35,77.84,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,22502,81920,0,0,1410,1512
2026-02-11_20:43:48,85,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,35,76.76,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,27146,81920,0,0,1410,1512
2026-02-11_20:43:50,87,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,35,77.84,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,22502,81920,0,0,1410,1512
2026-02-11_20:43:50,87,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,35,76.94,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,27146,81920,0,0,1410,1512
2026-02-11_20:43:51,88,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,36,77.94,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,22502,81920,0,0,1410,1512
2026-02-11_20:43:51,88,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,35,76.65,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,27146,81920,0,0,1410,1512
2026-02-11_20:43:52,89,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,36,77.74,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,22502,81920,0,0,1410,1512
2026-02-11_20:43:52,89,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,35,77.05,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,27146,81920,0,0,1410,1512
2026-02-11_20:43:53,90,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,36,78.03,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,22502,81920,0,0,1410,1512
