timestamp,elapsed_seconds,phase_id,phase_name,iteration,nnodes,gpus_per_node,gpu_id,gpu_name,temperature_c,power_draw_w,power_limit_w,enforced_power_limit_w,pstate,clocks_throttle_active,clocks_throttle_gpu_idle,clocks_throttle_sw_power_cap,memory_used_mb,memory_total_mb,memory_util_percent,gpu_util_percent,sm_clock_mhz,mem_clock_mhz
2026-02-12_08:04:11,16,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,46,58.72,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:12,17,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,46,58.31,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:12,17,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,45,58.52,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:14,19,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,46,58.01,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:14,19,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,45,58.33,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:15,20,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,45,58.31,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:15,20,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,45,58.40,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:16,21,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,45,58.21,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:16,21,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,44,58.29,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:17,22,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,45,58.18,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:17,22,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,44,58.07,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:20,25,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,44,57.98,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:20,25,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,43,57.98,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:21,26,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,44,80.79,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,1410,1512
2026-02-12_08:04:21,26,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,44,80.39,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,1410,1512
2026-02-12_08:04:22,27,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,44,58.12,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,285,1512
2026-02-12_08:04:22,27,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,43,80.20,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,1410,1512
2026-02-12_08:04:23,28,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,43,57.62,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:23,28,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,43,57.65,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:25,30,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,43,57.52,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:25,30,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,42,57.54,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:26,31,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,43,57.42,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:26,31,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,42,57.43,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:27,32,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,43,57.31,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:27,32,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,42,57.33,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:28,33,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,42,57.31,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:28,33,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,42,57.23,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:30,35,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,42,57.22,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:30,35,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,41,57.23,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:31,36,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,42,57.12,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:31,36,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,41,57.14,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:32,37,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,42,57.02,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:32,37,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,41,57.04,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:33,38,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,41,57.02,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:33,38,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,41,57.03,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:34,39,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,41,56.83,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:34,39,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,41,56.83,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:36,41,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,41,56.83,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:36,41,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,40,56.75,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:37,42,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,41,57.02,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:37,42,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,40,56.75,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:38,43,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,41,56.63,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:38,43,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,40,56.55,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:39,44,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,41,76.41,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,422,81920,0,0,1410,1512
2026-02-12_08:04:39,44,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,40,56.65,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:41,46,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,41,79.03,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,422,81920,0,0,1410,1512
2026-02-12_08:04:41,46,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,40,56.54,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:42,47,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,41,78.62,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,422,81920,0,0,1410,1512
2026-02-12_08:04:42,47,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,40,56.54,300.00,300.00,P0,0x0000000000000001,Active,Not Active,4,81920,0,0,210,1512
2026-02-12_08:04:43,48,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,41,113.67,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,5156,81920,6,37,1410,1512
2026-02-12_08:04:43,48,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,40,87.61,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,6902,81920,5,100,1410,1512
2026-02-12_08:04:44,49,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,41,78.42,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,8726,81920,5,30,1410,1512
2026-02-12_08:04:44,49,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,40,87.07,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,16916,81920,3,100,1410,1512
2026-02-12_08:04:45,50,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,41,77.84,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,14954,81920,0,0,1410,1512
2026-02-12_08:04:45,50,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,40,78.14,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,16916,81920,0,0,1410,1512
2026-02-12_08:04:47,52,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,41,77.84,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,14954,81920,0,0,1410,1512
2026-02-12_08:04:47,52,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,40,77.94,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,16916,81920,0,0,1410,1512
2026-02-12_08:04:48,53,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,40,77.74,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,14954,81920,0,0,1410,1512
2026-02-12_08:04:48,53,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,40,78.04,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,16916,81920,0,0,1410,1512
2026-02-12_08:04:49,54,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,40,77.94,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,14954,81920,0,0,1410,1512
2026-02-12_08:04:49,54,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,40,78.14,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,16916,81920,0,0,1410,1512
2026-02-12_08:04:50,55,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,40,77.94,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,24354,81920,0,0,1410,1512
2026-02-12_08:04:50,55,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,40,77.64,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,27268,81920,0,0,1410,1512
2026-02-12_08:04:52,57,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,40,77.84,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,24354,81920,0,0,1410,1512
2026-02-12_08:04:52,57,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,39,77.83,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,27268,81920,0,0,1410,1512
2026-02-12_08:04:53,58,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,40,78.52,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,24354,81920,0,0,1410,1512
2026-02-12_08:04:53,58,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,39,77.75,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,27268,81920,0,0,1410,1512
2026-02-12_08:04:54,59,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,40,77.84,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,24354,81920,0,0,1410,1512
2026-02-12_08:04:54,59,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,39,77.64,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,27268,81920,0,0,1410,1512
2026-02-12_08:04:55,60,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,40,77.94,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,24354,81920,0,0,1410,1512
2026-02-12_08:04:55,60,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,39,77.64,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,27270,81920,0,0,1410,1512
2026-02-12_08:04:56,61,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,40,77.64,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,24356,81920,0,0,1410,1512
2026-02-12_08:04:56,61,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,39,77.65,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,27270,81920,0,0,1410,1512
2026-02-12_08:04:58,63,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,40,77.74,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,24766,81920,4,11,1410,1512
2026-02-12_08:04:58,63,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,39,77.65,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,27384,81920,0,0,1410,1512
2026-02-12_08:04:59,64,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,40,77.84,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,32948,81920,3,3,1410,1512
2026-02-12_08:04:59,64,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,39,77.55,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,35862,81920,3,3,1410,1512
2026-02-12_08:05:00,65,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,40,78.13,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,33196,81920,23,28,1410,1512
2026-02-12_08:05:00,65,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,40,77.94,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,36110,81920,9,11,1410,1512
2026-02-12_08:05:01,66,0,idle,0,1,2,0,NVIDIA A100 80GB PCIe,40,80.60,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,9252,81920,3,100,1410,1512
2026-02-12_08:05:01,66,0,idle,0,1,2,1,NVIDIA A100 80GB PCIe,39,80.60,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,12166,81920,3,100,1410,1512
2026-02-12_08:05:02,67,1,rollout,1,1,2,0,NVIDIA A100 80GB PCIe,42,204.35,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,36832,81920,20,30,1410,1512
2026-02-12_08:05:02,67,1,rollout,1,1,2,1,NVIDIA A100 80GB PCIe,40,204.20,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,36926,81920,4,8,1410,1512
2026-02-12_08:05:04,69,1,rollout,1,1,2,0,NVIDIA A100 80GB PCIe,44,282.71,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,33276,81920,48,72,1410,1512
2026-02-12_08:05:04,69,1,rollout,1,1,2,1,NVIDIA A100 80GB PCIe,42,271.76,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,36108,81920,65,84,1410,1512
2026-02-12_08:05:05,70,1,rollout,1,1,2,0,NVIDIA A100 80GB PCIe,45,288.03,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,33276,81920,72,92,1410,1512
2026-02-12_08:05:05,70,1,rollout,1,1,2,1,NVIDIA A100 80GB PCIe,44,274.97,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,36108,81920,70,90,1410,1512
2026-02-12_08:05:06,71,1,rollout,1,1,2,0,NVIDIA A100 80GB PCIe,46,291.93,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,33276,81920,73,93,1410,1512
2026-02-12_08:05:06,71,1,rollout,1,1,2,1,NVIDIA A100 80GB PCIe,44,275.17,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,36108,81920,72,92,1410,1512
2026-02-12_08:05:07,72,1,rollout,1,1,2,0,NVIDIA A100 80GB PCIe,42,82.37,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,9334,81920,7,86,1410,1512
2026-02-12_08:05:07,72,1,rollout,1,1,2,1,NVIDIA A100 80GB PCIe,42,82.18,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,12166,81920,9,83,1410,1512
2026-02-12_08:05:09,74,2,rl_policy,1,1,2,0,NVIDIA A100 80GB PCIe,47,201.46,300.00,300.00,P0,0x0000000000000004,Not Active,Active,14376,81920,37,98,1320,1512
2026-02-12_08:05:09,74,2,rl_policy,1,1,2,1,NVIDIA A100 80GB PCIe,47,296.42,300.00,300.00,P0,0x0000000000000004,Not Active,Active,17270,81920,35,89,1335,1512
2026-02-12_08:05:10,75,2,rl_policy,1,1,2,0,NVIDIA A100 80GB PCIe,48,326.26,300.00,300.00,P0,0x0000000000000004,Not Active,Active,14376,81920,38,98,1305,1512
2026-02-12_08:05:10,75,2,rl_policy,1,1,2,1,NVIDIA A100 80GB PCIe,48,298.74,300.00,300.00,P0,0x0000000000000004,Not Active,Active,17270,81920,36,98,1335,1512
2026-02-12_08:05:11,76,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,47,230.85,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,18944,81920,33,78,1410,1512
2026-02-12_08:05:11,76,3,training,1,1,2,1,NVIDIA A100 80GB PCIe,47,234.27,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,23118,81920,58,97,1410,1512
2026-02-12_08:05:12,77,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,48,245.60,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,31624,81920,55,96,1410,1512
2026-02-12_08:05:12,77,3,training,1,1,2,1,NVIDIA A100 80GB PCIe,47,236.48,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,34378,81920,61,99,1410,1512
2026-02-12_08:05:13,78,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,48,264.04,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,31624,81920,60,99,1410,1512
2026-02-12_08:05:13,78,3,training,1,1,2,1,NVIDIA A100 80GB PCIe,48,260.23,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,34378,81920,61,100,1410,1512
2026-02-12_08:05:15,80,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,48,268.46,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,31624,81920,61,99,1410,1512
2026-02-12_08:05:15,80,3,training,1,1,2,1,NVIDIA A100 80GB PCIe,48,257.28,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,34378,81920,61,100,1410,1512
2026-02-12_08:05:16,81,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,49,278.19,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52164,81920,47,80,1410,1512
2026-02-12_08:05:16,81,3,training,1,1,2,1,NVIDIA A100 80GB PCIe,48,262.10,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,54938,81920,46,90,1410,1512
2026-02-12_08:05:17,82,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,49,281.66,300.00,300.00,P0,0x0000000000000004,Not Active,Active,52166,81920,46,90,1395,1512
2026-02-12_08:05:17,82,3,training,1,1,2,1,NVIDIA A100 80GB PCIe,49,244.84,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,54940,81920,46,93,1410,1512
2026-02-12_08:05:18,83,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,50,250.54,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,43,89,1410,1512
2026-02-12_08:05:18,83,3,training,1,1,2,1,NVIDIA A100 80GB PCIe,49,294.49,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,54940,81920,50,94,1410,1512
2026-02-12_08:05:20,85,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,50,264.97,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,46,92,1410,1512
2026-02-12_08:05:20,85,3,training,1,1,2,1,NVIDIA A100 80GB PCIe,49,266.10,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,54940,81920,55,97,1410,1512
2026-02-12_08:05:21,86,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,51,273.36,300.00,300.00,P0,0x0000000000000004,Not Active,Active,52166,81920,58,92,1380,1512
2026-02-12_08:05:21,86,3,training,1,1,2,1,NVIDIA A100 80GB PCIe,50,279.55,300.00,300.00,P0,0x0000000000000004,Not Active,Active,54940,81920,44,91,1395,1512
2026-02-12_08:05:22,87,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,51,278.89,300.00,300.00,P0,0x0000000000000004,Not Active,Active,52166,81920,45,90,1395,1512
2026-02-12_08:05:22,87,3,training,1,1,2,1,NVIDIA A100 80GB PCIe,50,261.61,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,54940,81920,46,93,1410,1512
2026-02-12_08:05:23,88,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,51,279.62,300.00,300.00,P0,0x0000000000000004,Not Active,Active,52166,81920,43,90,1395,1512
