timestamp,elapsed_seconds,phase_id,phase_name,iteration,nnodes,gpus_per_node,gpu_id,gpu_name,temperature_c,power_draw_w,power_limit_w,enforced_power_limit_w,pstate,clocks_throttle_active,clocks_throttle_gpu_idle,clocks_throttle_sw_power_cap,memory_used_mb,memory_total_mb,memory_util_percent,gpu_util_percent,sm_clock_mhz,mem_clock_mhz,timestamp_aligned_unix,operation
2026-02-12_03:42:05,95,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,53,268.75,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52566,81920,47,90,1410,1512,1770885737.559520,update_actor
2026-02-12_03:42:06,96,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,54,268.70,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52566,81920,56,96,1410,1512,1770885738.559520,update_actor
2026-02-12_03:42:07,97,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,54,266.09,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52566,81920,54,96,1410,1512,1770885739.559520,update_actor
2026-02-12_03:42:09,99,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,54,258.14,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52566,81920,59,98,1410,1512,1770885741.559520,update_actor
2026-02-12_03:42:10,100,3,training,1,1,2,0,NVIDIA A100 80GB PCIe,54,249.93,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52566,81920,61,100,1410,1512,1770885742.559520,update_actor
2026-02-12_03:42:11,101,1,rollout,2,1,2,0,NVIDIA A100 80GB PCIe,50,86.57,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,24622,81920,3,100,1410,1512,1770885743.559520,gen_max
2026-02-12_03:42:12,102,1,rollout,2,1,2,0,NVIDIA A100 80GB PCIe,49,86.28,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,39988,81920,3,100,1410,1512,1770885744.559520,gen_max
2026-02-12_03:42:14,104,1,rollout,2,1,2,0,NVIDIA A100 80GB PCIe,53,288.50,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,48648,81920,71,91,1410,1512,1770885746.559520,gen_max
2026-02-12_03:42:15,105,1,rollout,2,1,2,0,NVIDIA A100 80GB PCIe,54,289.77,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,48648,81920,72,92,1410,1512,1770885747.559520,gen_max
2026-02-12_03:42:16,106,1,rollout,2,1,2,0,NVIDIA A100 80GB PCIe,54,154.38,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,48648,81920,80,94,1410,1512,1770885748.559520,gen_max
2026-02-12_03:42:17,107,1,rollout,2,1,2,0,NVIDIA A100 80GB PCIe,50,83.62,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,24722,81920,0,0,1410,1512,1770885749.559520,gen_max
2026-02-12_03:42:19,109,1,rollout,2,1,2,0,NVIDIA A100 80GB PCIe,52,290.00,300.00,300.00,P0,0x0000000000000004,Not Active,Active,48608,81920,4,38,1365,1512,1770885751.559520,gen_max
2026-02-12_03:42:20,110,1,rollout,2,1,2,0,NVIDIA A100 80GB PCIe,54,300.67,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,48608,81920,81,94,1410,1512,1770885752.559520,gen_max
2026-02-12_03:42:21,111,1,rollout,2,1,2,0,NVIDIA A100 80GB PCIe,54,289.09,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,48608,81920,82,95,1410,1512,1770885753.559520,gen_max
2026-02-12_03:42:22,112,1,rollout,2,1,2,0,NVIDIA A100 80GB PCIe,51,87.17,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,24622,81920,3,100,1410,1512,1770885754.559520,gen_max
2026-02-12_03:42:23,113,2,rl_policy,2,1,2,0,NVIDIA A100 80GB PCIe,55,301.61,300.00,300.00,P0,0x0000000000000004,Not Active,Active,29824,81920,36,98,1290,1512,1770885755.559520,adv
2026-02-12_03:42:25,115,2,rl_policy,2,1,2,0,NVIDIA A100 80GB PCIe,56,298.91,300.00,300.00,P0,0x0000000000000004,Not Active,Active,29824,81920,36,98,1290,1512,1770885757.559520,adv
2026-02-12_03:42:26,116,3,training,2,1,2,0,NVIDIA A100 80GB PCIe,55,269.16,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,45424,81920,44,90,1410,1512,1770885758.559520,update_actor
2026-02-12_03:42:27,117,3,training,2,1,2,0,NVIDIA A100 80GB PCIe,55,250.77,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,46844,81920,45,92,1410,1512,1770885759.559520,update_actor
2026-02-12_03:42:28,118,3,training,2,1,2,0,NVIDIA A100 80GB PCIe,55,248.77,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,46844,81920,50,94,1410,1512,1770885760.559520,update_actor
2026-02-12_03:42:30,120,3,training,2,1,2,0,NVIDIA A100 80GB PCIe,56,281.73,300.00,300.00,P0,0x0000000000000004,Not Active,Active,46844,81920,55,96,1395,1512,1770885762.559520,update_actor
2026-02-12_03:42:31,121,3,training,2,1,2,0,NVIDIA A100 80GB PCIe,55,250.65,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52164,81920,44,91,1410,1512,1770885763.559520,update_actor
2026-02-12_03:42:32,122,3,training,2,1,2,0,NVIDIA A100 80GB PCIe,56,251.10,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,61,100,1410,1512,1770885764.559520,update_actor
2026-02-12_03:42:33,123,3,training,2,1,2,0,NVIDIA A100 80GB PCIe,57,314.06,300.00,300.00,P0,0x0000000000000004,Not Active,Active,52166,81920,60,100,1395,1512,1770885765.559520,update_actor
2026-02-12_03:42:35,125,3,training,2,1,2,0,NVIDIA A100 80GB PCIe,56,229.17,300.00,300.00,P0,0x0000000000000004,Not Active,Active,52166,81920,61,100,1395,1512,1770885767.559520,update_actor
2026-02-12_03:42:36,126,3,training,2,1,2,0,NVIDIA A100 80GB PCIe,57,286.23,300.00,300.00,P0,0x0000000000000004,Not Active,Active,52166,81920,60,100,1380,1512,1770885768.559520,update_actor
2026-02-12_03:42:37,127,3,training,2,1,2,0,NVIDIA A100 80GB PCIe,56,257.99,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,61,100,1410,1512,1770885769.559520,update_actor
2026-02-12_03:42:38,128,3,training,2,1,2,0,NVIDIA A100 80GB PCIe,57,279.83,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,61,100,1410,1512,1770885770.559520,update_actor
2026-02-12_03:42:40,130,3,training,2,1,2,0,NVIDIA A100 80GB PCIe,56,278.17,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,82,99,1410,1512,1770885772.559520,update_actor
2026-02-12_03:42:41,131,3,training,2,1,2,0,NVIDIA A100 80GB PCIe,57,282.17,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,58,96,1410,1512,1770885773.559520,update_actor
2026-02-12_03:42:42,132,3,training,2,1,2,0,NVIDIA A100 80GB PCIe,57,308.71,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,53,94,1410,1512,1770885774.559520,update_actor
2026-02-12_03:42:43,133,3,training,2,1,2,0,NVIDIA A100 80GB PCIe,57,269.95,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,48,91,1410,1512,1770885775.559520,update_actor
2026-02-12_03:42:45,135,1,rollout,3,1,2,0,NVIDIA A100 80GB PCIe,54,88.51,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,71,83,1410,1512,1770885777.559520,gen_max
2026-02-12_03:42:46,136,1,rollout,3,1,2,0,NVIDIA A100 80GB PCIe,55,221.68,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52182,81920,16,94,1410,1512,1770885778.559520,gen_max
2026-02-12_03:42:47,137,1,rollout,3,1,2,0,NVIDIA A100 80GB PCIe,56,285.43,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,48614,81920,71,91,1410,1512,1770885779.559520,gen_max
2026-02-12_03:42:48,138,1,rollout,3,1,2,0,NVIDIA A100 80GB PCIe,57,302.31,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,48614,81920,72,92,1410,1512,1770885780.559520,gen_max
2026-02-12_03:42:49,139,1,rollout,3,1,2,0,NVIDIA A100 80GB PCIe,57,289.80,300.00,300.00,P0,0x0000000000000004,Not Active,Active,48614,81920,75,93,1395,1512,1770885781.559520,gen_max
2026-02-12_03:42:51,141,1,rollout,3,1,2,0,NVIDIA A100 80GB PCIe,53,90.18,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,24672,81920,3,100,1410,1512,1770885783.559520,gen_max
2026-02-12_03:42:52,142,1,rollout,3,1,2,0,NVIDIA A100 80GB PCIe,53,86.28,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52182,81920,34,58,1410,1512,1770885784.559520,gen_max
2026-02-12_03:42:53,143,1,rollout,3,1,2,0,NVIDIA A100 80GB PCIe,56,302.99,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,48604,81920,81,94,1410,1512,1770885785.559520,gen_max
2026-02-12_03:42:54,144,1,rollout,3,1,2,0,NVIDIA A100 80GB PCIe,56,302.42,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,48604,81920,82,94,1410,1512,1770885786.559520,gen_max
2026-02-12_03:42:56,146,1,rollout,3,1,2,0,NVIDIA A100 80GB PCIe,57,297.90,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,48606,81920,83,95,1410,1512,1770885788.559520,gen_max
2026-02-12_03:42:57,147,2,rl_policy,3,1,2,0,NVIDIA A100 80GB PCIe,57,296.87,300.00,300.00,P0,0x0000000000000004,Not Active,Active,27824,81920,36,95,1320,1512,1770885789.559520,adv
2026-02-12_03:42:58,148,2,rl_policy,3,1,2,0,NVIDIA A100 80GB PCIe,58,293.00,300.00,300.00,P0,0x0000000000000004,Not Active,Active,29824,81920,37,98,1275,1512,1770885790.559520,adv
2026-02-12_03:42:59,149,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,57,191.84,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,32944,81920,35,86,1410,1512,1770885791.559520,update_actor
2026-02-12_03:43:01,151,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,57,280.04,300.00,300.00,P0,0x0000000000000004,Not Active,Active,46844,81920,51,93,1395,1512,1770885793.559520,update_actor
2026-02-12_03:43:02,152,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,58,279.75,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,46844,81920,47,90,1410,1512,1770885794.559520,update_actor
2026-02-12_03:43:03,153,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,58,311.92,300.00,300.00,P0,0x0000000000000004,Not Active,Active,46844,81920,44,91,1380,1512,1770885795.559520,update_actor
2026-02-12_03:43:04,154,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,58,307.82,300.00,300.00,P0,0x0000000000000004,Not Active,Active,52164,81920,53,96,1395,1512,1770885796.559520,update_actor
2026-02-12_03:43:06,156,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,58,261.62,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52164,81920,61,100,1410,1512,1770885798.559520,update_actor
2026-02-12_03:43:07,157,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,58,276.16,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,61,100,1410,1512,1770885799.559520,update_actor
2026-02-12_03:43:08,158,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,58,269.45,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,61,100,1410,1512,1770885800.559520,update_actor
2026-02-12_03:43:09,159,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,58,278.10,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,56,98,1410,1512,1770885801.559520,update_actor
2026-02-12_03:43:10,160,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,58,300.78,300.00,300.00,P0,0x0000000000000004,Not Active,Active,52166,81920,61,100,1395,1512,1770885802.559520,update_actor
2026-02-12_03:43:12,162,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,58,234.25,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,61,97,1410,1512,1770885804.559520,update_actor
2026-02-12_03:43:13,163,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,59,287.51,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,56,94,1410,1512,1770885805.559520,update_actor
2026-02-12_03:43:14,164,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,59,277.99,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,60,99,1410,1512,1770885806.559520,update_actor
2026-02-12_03:43:15,165,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,59,282.38,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,63,99,1410,1512,1770885807.559520,update_actor
2026-02-12_03:43:17,167,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,59,278.45,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,58,96,1410,1512,1770885809.559520,update_actor
2026-02-12_03:43:18,168,3,training,3,1,2,0,NVIDIA A100 80GB PCIe,59,273.80,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,53,94,1410,1512,1770885810.559520,update_actor
2026-02-12_03:43:19,169,1,rollout,4,1,2,0,NVIDIA A100 80GB PCIe,55,91.54,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,24622,81920,3,100,1410,1512,1770885811.559520,gen_max
2026-02-12_03:43:20,170,1,rollout,4,1,2,0,NVIDIA A100 80GB PCIe,54,91.63,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,39988,81920,3,90,1410,1512,1770885812.559520,gen_max
2026-02-12_03:43:22,172,1,rollout,4,1,2,0,NVIDIA A100 80GB PCIe,58,301.84,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,48614,81920,71,92,1410,1512,1770885814.559520,gen_max
2026-02-12_03:43:23,173,1,rollout,4,1,2,0,NVIDIA A100 80GB PCIe,58,287.91,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,48614,81920,72,92,1410,1512,1770885815.559520,gen_max
2026-02-12_03:43:24,174,1,rollout,4,1,2,0,NVIDIA A100 80GB PCIe,58,289.11,300.00,300.00,P0,0x0000000000000004,Not Active,Active,48614,81920,79,93,1395,1512,1770885816.559520,gen_max
2026-02-12_03:43:25,175,1,rollout,4,1,2,0,NVIDIA A100 80GB PCIe,54,88.33,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,24622,81920,0,26,1410,1512,1770885817.559520,gen_max
2026-02-12_03:43:27,177,1,rollout,4,1,2,0,NVIDIA A100 80GB PCIe,54,90.20,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,39988,81920,2,83,1410,1512,1770885819.559520,gen_max
2026-02-12_03:43:28,178,1,rollout,4,1,2,0,NVIDIA A100 80GB PCIe,57,295.37,300.00,300.00,P0,0x0000000000000004,Not Active,Active,48608,81920,81,94,1395,1512,1770885820.559520,gen_max
2026-02-12_03:43:29,179,1,rollout,4,1,2,0,NVIDIA A100 80GB PCIe,58,296.13,300.00,300.00,P0,0x0000000000000004,Not Active,Active,48608,81920,82,94,1395,1512,1770885821.559520,gen_max
2026-02-12_03:43:30,180,1,rollout,4,1,2,0,NVIDIA A100 80GB PCIe,54,91.44,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,24622,81920,3,100,1410,1512,1770885822.559520,gen_max
2026-02-12_03:43:32,182,2,rl_policy,4,1,2,0,NVIDIA A100 80GB PCIe,59,288.43,300.00,300.00,P0,0x0000000000000004,Not Active,Active,29824,81920,35,98,1290,1512,1770885824.559520,adv
2026-02-12_03:43:33,183,2,rl_policy,4,1,2,0,NVIDIA A100 80GB PCIe,59,301.05,300.00,300.00,P0,0x0000000000000004,Not Active,Active,29824,81920,36,98,1305,1512,1770885825.559520,adv
2026-02-12_03:43:34,184,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,58,139.26,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,45424,81920,59,100,1410,1512,1770885826.559520,update_actor
2026-02-12_03:43:35,185,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,58,292.05,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,46844,81920,61,100,1395,1512,1770885827.559520,update_actor
2026-02-12_03:43:36,186,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,58,316.11,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,46844,81920,44,90,1410,1512,1770885828.559520,update_actor
2026-02-12_03:43:38,188,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,58,263.86,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,46844,81920,46,92,1410,1512,1770885830.559520,update_actor
2026-02-12_03:43:39,189,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,58,248.17,300.00,300.00,P0,0x0000000000000004,Not Active,Active,52164,81920,47,91,1395,1512,1770885831.559520,update_actor
2026-02-12_03:43:40,190,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,59,271.24,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,45,90,1410,1512,1770885832.559520,update_actor
2026-02-12_03:43:41,191,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,59,279.74,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,45,92,1410,1512,1770885833.559520,update_actor
2026-02-12_03:43:43,193,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,59,307.86,300.00,300.00,P0,0x0000000000000004,Not Active,Active,52166,81920,61,100,1380,1512,1770885835.559520,update_actor
2026-02-12_03:43:44,194,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,59,279.39,300.00,300.00,P0,0x0000000000000004,Not Active,Active,52166,81920,60,100,1365,1512,1770885836.559520,update_actor
2026-02-12_03:43:45,195,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,59,284.22,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,60,99,1410,1512,1770885837.559520,update_actor
2026-02-12_03:43:46,196,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,59,302.68,300.00,300.00,P0,0x0000000000000004,Not Active,Active,52166,81920,61,100,1380,1512,1770885838.559520,update_actor
2026-02-12_03:43:48,198,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,59,278.17,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,61,100,1410,1512,1770885840.559520,update_actor
2026-02-12_03:43:49,199,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,59,260.65,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,61,100,1410,1512,1770885841.559520,update_actor
2026-02-12_03:43:50,200,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,59,235.41,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52166,81920,61,100,1410,1512,1770885842.559520,update_actor
2026-02-12_03:43:51,201,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,60,282.13,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52566,81920,54,94,1410,1512,1770885843.559520,update_actor
2026-02-12_03:43:53,203,3,training,4,1,2,0,NVIDIA A100 80GB PCIe,58,279.04,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52566,81920,80,99,1410,1512,1770885845.559520,update_actor
2026-02-12_03:43:54,204,1,rollout,5,1,2,0,NVIDIA A100 80GB PCIe,56,112.51,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,30362,81920,6,100,1410,1512,1770885846.559520,gen_max
2026-02-12_03:43:55,205,1,rollout,5,1,2,0,NVIDIA A100 80GB PCIe,57,276.89,300.00,300.00,P0,0x0000000000000004,Not Active,Active,48610,81920,22,46,1395,1512,1770885847.559520,gen_max
2026-02-12_03:43:56,206,1,rollout,5,1,2,0,NVIDIA A100 80GB PCIe,59,299.80,300.00,300.00,P0,0x0000000000000004,Not Active,Active,48610,81920,71,92,1395,1512,1770885848.559520,gen_max
2026-02-12_03:43:58,208,1,rollout,5,1,2,0,NVIDIA A100 80GB PCIe,59,291.43,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,48610,81920,73,92,1410,1512,1770885850.559520,gen_max
2026-02-12_03:43:59,209,1,rollout,5,1,2,0,NVIDIA A100 80GB PCIe,56,92.34,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,24668,81920,51,87,1410,1512,1770885851.559520,gen_max
2026-02-12_03:44:00,210,1,rollout,5,1,2,0,NVIDIA A100 80GB PCIe,56,218.09,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,52182,81920,5,23,1410,1512,1770885852.559520,gen_max
2026-02-12_03:44:01,211,1,rollout,5,1,2,0,NVIDIA A100 80GB PCIe,58,295.07,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,48604,81920,81,94,1410,1512,1770885853.559520,gen_max
2026-02-12_03:44:02,212,1,rollout,5,1,2,0,NVIDIA A100 80GB PCIe,58,291.89,300.00,300.00,P0,0x0000000000000004,Not Active,Active,48604,81920,81,94,1395,1512,1770885854.559520,gen_max
2026-02-12_03:44:04,214,1,rollout,5,1,2,0,NVIDIA A100 80GB PCIe,58,298.73,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,48604,81920,83,95,1410,1512,1770885856.559520,gen_max
2026-02-12_03:44:05,215,2,rl_policy,5,1,2,0,NVIDIA A100 80GB PCIe,55,89.21,300.00,300.00,P0,0x0000000000000004,Not Active,Active,27824,81920,1,37,1365,1512,1770885857.559520,adv
2026-02-12_03:44:06,216,2,rl_policy,5,1,2,0,NVIDIA A100 80GB PCIe,59,298.88,300.00,300.00,P0,0x0000000000000004,Not Active,Active,29824,81920,38,98,1260,1512,1770885858.559520,adv
2026-02-12_03:44:07,217,2,rl_policy,5,1,2,0,NVIDIA A100 80GB PCIe,60,190.00,300.00,300.00,P0,0x0000000000000004,Not Active,Active,29824,81920,37,98,1335,1512,1770885859.559520,adv
2026-02-12_03:44:09,219,3,training,5,1,2,0,NVIDIA A100 80GB PCIe,59,215.38,300.00,300.00,P0,0x0000000000000000,Not Active,Not Active,46844,81920,60,97,1410,1512,1770885861.559520,update_actor
